Building IRN,Building Name,District IRN,District Name,County,Region,Open/Closed Status as of 9/12/2017,School Type,Student Group,Read 3rd Grade 2016-2017 % Proficient or above,Math 3rd Grade 2016-2017 % Proficient or above,Read 4th Grade 2016-2017 % Proficient or above,Math 4th Grade 2016-2017 % Proficient or above,Social Studies 4th Grade 2016-2017 % Proficient or above,Read 5th Grade 2016-2017 % Proficient or above,Math 5th Grade 2016-2017 % Proficient or above,Science 5th Grade 2016-2017 % Proficient or above,Read 6th Grade 2016-2017 % Proficient or above,Math 6th Grade 2016-2017 % Proficient or above,Social Studies 6th Grade 2016-2017 % Proficient or above,Read 7th Grade 2016-2017 % Proficient or above,Math 7th Grade 2016-2017 % Proficient or above,Read 8th Grade 2016-2017 % Proficient or above,Math 8th Grade 2016-2017 % Proficient or above,Science 8th Grade 2016-2017 % Proficient or above,History End of Course 2016-2017 % Proficient or Above,Government End of Course 2016-2017 % Proficient or Above,Physical Science End of Course 2016-2017 % Proficient or Above,English Language Arts I End of Course 2016-2017 % Proficient or Above,English Language Arts II End of Course 2016-2017 % Proficient or Above,Algebra I End of Course 2016-2017 % Proficient or Above,Geometry End of Course 2016-2017 % Proficient or Above,Integrated Math I End of Course 2016-2017 % Proficient or Above,Integrated Math II End of Course 2016-2017 % Proficient or Above,Biology End of Course 2016-2017 % Proficient or Above,Attendance rate 2016-2017,4-Year Longitudinal Graduation Rate - Class of 2016,5-Year Longitudinal Graduation Rate - Class of 2015,Enrollment,% of Total Enrollment,Watermark
133629,Horizon Science Acad Cleveland,133629,Horizon Science Acad Cleveland,Cuyahoga,Region 3,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,59.1,71.4,NC,NC,50.0,0.0,14.3,NC,NC,37.5,94.9,94.7,>95.0,75,16.4,
133660,Horizon Science Academy Columbus,133660,Horizon Science Academy Columbus,Franklin,Region 11,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,66.7,67.0,NC,48.6,42.0,23.5,28.7,NC,NC,45.0,>95.0,83.5,94.9,492,>95.0,
133660,Horizon Science Academy Columbus,133660,Horizon Science Academy Columbus,Franklin,Region 11,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
133678,Riverside Academy,133678,Riverside Academy,Hamilton,Region 13,Open,Elementary School,Disadvantaged,41.4,41.4,43.2,24.3,43.2,48.5,9.1,21.2,22.7,22.7,27.3,29.2,12.5,33.3,26.7,20.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,85.4,NC,NC,280,>95.0,
133678,Riverside Academy,133678,Riverside Academy,Hamilton,Region 13,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
133736,Richard Allen Academy,133736,Richard Allen Academy,Montgomery,Region 10,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,36.4,27.3,14.3,22.9,42.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.6,NC,NC,70,>95.0,
133736,Richard Allen Academy,133736,Richard Allen Academy,Montgomery,Region 10,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
133819,Lincoln Preparatory Academy,133819,Lincoln Preparatory Academy,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,25.0,25.0,37.5,29.2,41.7,43.5,8.7,21.7,16.0,20.0,8.0,20.0,16.0,14.3,9.1,14.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,91.3,NC,NC,215,>95.0,
133819,Lincoln Preparatory Academy,133819,Lincoln Preparatory Academy,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
133942,Toledo School For The Arts,133942,Toledo School For The Arts,Lucas,Region 1,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,69.7,42.4,66.7,63.2,66.7,46.2,54.5,92.3,>95.0,88.0,NC,81.5,91.3,58.6,54.2,NC,NC,72.0,95.0,>95.0,>95.0,167,24.4,
133942,Toledo School For The Arts,133942,Toledo School For The Arts,Lucas,Region 1,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,84.6,61.7,83.1,83.8,83.3,75.0,61.5,90.8,>95.0,>95.0,NC,87.8,90.8,75.6,63.9,NC,NC,>95.0,>95.0,>95.0,>95.0,517,75.6,
133959,Dayton Leadership Academies-Early Learning Academy,133959,Dayton Leadership Academies-Early Learning Academy,Montgomery,Region 10,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,91.5,NC,NC,144,>95.0,
133959,Dayton Leadership Academies-Early Learning Academy,133959,Dayton Leadership Academies-Early Learning Academy,Montgomery,Region 10,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
134072,Youngstown Community School,134072,Youngstown Community School,Mahoning,Region 5,Open,Elementary School,Disadvantaged,50.0,59.1,51.2,75.6,75.6,60.6,24.2,30.3,57.1,50.0,50.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,95.0,NC,NC,323,>95.0,
134072,Youngstown Community School,134072,Youngstown Community School,Mahoning,Region 5,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
134098,Constellation Schools: Old Brooklyn Community Elementary,134098,Constellation Schools: Old Brooklyn Community Elementary,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,62.1,72.4,56.3,68.8,75.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.2,NC,NC,175,52.4,
134098,Constellation Schools: Old Brooklyn Community Elementary,134098,Constellation Schools: Old Brooklyn Community Elementary,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,85.7,85.7,82.1,92.9,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,159,47.6,
134122,Autism Model School,134122,Autism Model School,Lucas,Region 1,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,30.0,30.0,30.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,87.4,NC,NC,77,70.0,
134122,Autism Model School,134122,Autism Model School,Lucas,Region 1,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,90.1,NC,NC,34,30.9,
134148,Aurora Academy,134148,Aurora Academy,Lucas,Region 1,Open,Elementary School,Disadvantaged,21.1,10.5,21.7,9.5,22.7,20.0,23.5,12.5,18.8,13.3,13.3,23.5,18.8,8.3,16.7,8.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,86.9,NC,NC,194,>95.0,
134148,Aurora Academy,134148,Aurora Academy,Lucas,Region 1,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
134197,Green Inspiration Academy,134197,Green Inspiration Academy,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,46.2,34.6,30.4,13.6,36.4,19.0,9.5,14.3,5.6,5.6,16.7,33.3,4.2,21.7,13.0,47.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.7,NC,NC,212,>95.0,
134197,Green Inspiration Academy,134197,Green Inspiration Academy,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
134213,Middlebury Academy,134213,Middlebury Academy,Summit,Region 8,Open,Elementary School,Disadvantaged,36.8,31.6,15.0,20.0,20.0,20.0,0.0,13.3,15.0,5.0,10.0,10.5,5.6,0.0,0.0,0.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,87.4,NC,NC,193,>95.0,
134213,Middlebury Academy,134213,Middlebury Academy,Summit,Region 8,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
134221,Colonial Prep Academy,134221,Colonial Prep Academy,Summit,Region 8,Open,Elementary School,Disadvantaged,33.3,37.5,29.6,40.7,51.9,30.0,5.6,11.1,28.0,16.0,8.0,25.8,3.8,15.0,0.0,25.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,89.5,NC,NC,229,>95.0,
134221,Colonial Prep Academy,134221,Colonial Prep Academy,Summit,Region 8,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
134247,City Day Community School,134247,City Day Community School,Montgomery,Region 10,Open,Elementary School,Disadvantaged,22.2,38.9,45.5,18.2,27.3,NC,NC,NC,36.4,9.1,9.1,NC,NC,0.0,0.0,9.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,85.7,NC,NC,119,88.1,
134247,City Day Community School,134247,City Day Community School,Montgomery,Region 10,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,85.2,NC,NC,16,11.9,
134692,Clear Fork Middle School,049411,Clear Fork Valley Local,Richland,Region 7,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,41.7,52.8,55.6,51.9,46.0,34.0,38.8,62.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.9,NC,NC,154,37.4,
134692,Clear Fork Middle School,049411,Clear Fork Valley Local,Richland,Region 7,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,63.9,68.7,77.1,73.0,68.9,60.5,43.5,79.8,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,258,62.6,
135046,Eastern Elementary School,048512,Eastern Local,Meigs,Region 16,Open,Elementary School,Disadvantaged,73.1,73.1,59.0,61.5,71.8,67.9,71.4,60.7,57.1,64.3,60.7,39.5,30.2,48.7,53.8,64.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.2,NC,NC,319,56.6,
135046,Eastern Elementary School,048512,Eastern Local,Meigs,Region 16,Open,Elementary School,NonDisadvantaged,94.7,84.2,84.4,93.8,>95.0,95.0,90.0,95.0,84.6,80.8,76.9,69.7,54.5,62.5,52.6,82.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.8,NC,NC,245,43.4,
135269,Rapid Run Middle School,047373,Oak Hills Local,Hamilton,Region 13,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,60.0,56.0,60.0,62.5,79.2,27.8,61.1,50.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,91.6,NC,NC,75,11.1,
135269,Rapid Run Middle School,047373,Oak Hills Local,Hamilton,Region 13,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,83.7,88.6,90.2,73.4,76.3,50.9,67.9,83.9,NC,NC,NC,>95.0,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,600,88.9,
135301,Henry Karrer Middle School,047027,Dublin City,Franklin,Region 11,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,38.5,53.8,27.3,66.7,63.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.5,NC,NC,35,4.0,
135301,Henry Karrer Middle School,047027,Dublin City,Franklin,Region 11,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,90.0,86.9,93.5,87.3,87.1,78.2,89.3,93.1,NC,NC,NC,NC,NC,>95.0,>95.0,NC,NC,NC,>95.0,NC,NC,839,>95.0,
135327,Genoa Middle School,045047,Westerville City,Franklin,Region 11,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,44.7,46.8,72.3,46.8,46.8,28.6,48.5,50.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.3,NC,NC,137,15.6,
135327,Genoa Middle School,045047,Westerville City,Franklin,Region 11,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,76.9,82.0,92.0,84.1,89.3,75.3,85.9,91.5,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,743,84.3,
135517,Hillsboro Middle School,044123,Hillsboro City,Highland,Region 14,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,62.4,50.0,55.5,51.7,33.6,57.9,45.8,63.0,NC,NC,NC,NC,NC,77.1,NC,NC,NC,NC,93.1,NC,NC,367,65.2,
135517,Hillsboro Middle School,044123,Hillsboro City,Highland,Region 14,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,81.2,72.5,76.8,69.6,55.8,66.1,65.6,79.0,NC,NC,NC,NC,NC,93.9,80.0,NC,NC,NC,>95.0,NC,NC,197,35.0,
135566,Hedges/Mansfield City Alternative School,044297,Mansfield City,Richland,Region 7,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,0.0,0.0,0.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,78.9,0.0,7.1,34,>95.0,
135566,Hedges/Mansfield City Alternative School,044297,Mansfield City,Richland,Region 7,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
135830,Nagel Middle School,047340,Forest Hills Local,Hamilton,Region 13,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,60.0,50.0,52.4,65.4,73.4,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,93.1,NC,NC,129,10.6,
135830,Nagel Middle School,047340,Forest Hills Local,Hamilton,Region 13,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,87.4,82.9,75.2,82.2,89.6,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,>95.0,NC,NC,1093,89.4,
135863,Wauseon Primary School,045641,Wauseon Exempted Village,Fulton,Region 1,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.8,NC,NC,152,38.3,
135863,Wauseon Primary School,045641,Wauseon Exempted Village,Fulton,Region 1,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,245,61.7,
136101,Twinsburg High School,050070,Twinsburg City,Summit,Region 8,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,82.4,69.1,NC,57.8,64.3,38.5,52.8,NC,NC,75.0,93.7,>95.0,92.6,213,17.4,
136101,Twinsburg High School,050070,Twinsburg City,Summit,Region 8,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.9,89.8,NC,85.5,87.3,67.2,81.2,NC,NC,90.1,>95.0,>95.0,>95.0,1011,82.5,
136598,Medlar View Elementary School,044396,Miamisburg City,Montgomery,Region 10,Open,Elementary School,Disadvantaged,58.3,66.7,57.1,85.7,64.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,78,27.6,
136598,Medlar View Elementary School,044396,Miamisburg City,Montgomery,Region 10,Open,Elementary School,NonDisadvantaged,94.1,82.4,77.5,87.5,95.0,92.6,94.4,92.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,206,72.8,
136788,Southeast Intermediate Elementary School,049221,Southeast Local,Portage,Region 8,Open,Elementary School,Disadvantaged,54.8,52.1,46.3,92.7,65.9,65.9,55.8,67.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.5,NC,NC,171,46.7,
136788,Southeast Intermediate Elementary School,049221,Southeast Local,Portage,Region 8,Open,Elementary School,NonDisadvantaged,81.5,81.5,67.1,90.0,87.1,77.6,70.1,76.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,196,53.6,
136911,Indian Trail Elementary School,046946,Canal Winchester Local,Franklin,Region 11,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.5,NC,NC,257,35.9,
136911,Indian Trail Elementary School,046946,Canal Winchester Local,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,459,64.1,
137265,Huntington Middle School,049502,Huntington Local,Ross,Region 15,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,27.8,37.1,32.0,33.0,46.0,46.3,52.5,52.5,NC,NC,NC,NC,NC,94.7,NC,NC,NC,NC,93.2,NC,NC,280,>95.0,
137265,Huntington Middle School,049502,Huntington Local,Ross,Region 15,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
137273,Stanton Middle School,044164,Kent City,Portage,Region 8,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,43.5,52.2,69.6,50.5,54.4,52.6,60.0,60.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.3,NC,NC,290,42.9,
137273,Stanton Middle School,044164,Kent City,Portage,Region 8,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,75.0,75.7,92.0,78.0,69.9,82.0,88.5,91.1,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,386,57.1,
137455,Van Buren Middle School,047464,Van Buren Local,Hancock,Region 1,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,68.8,85.7,68.8,70.0,91.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,39,15.2,
137455,Van Buren Middle School,047464,Van Buren Local,Hancock,Region 1,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,82.9,88.3,80.0,76.6,84.5,79.7,89.6,94.3,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,218,84.8,
137463,Piqua Junior High School,044644,Piqua City,Miami,Region 10,Open,Junior High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,61.6,35.6,38.5,57.8,62.7,NC,NC,NC,NC,NC,87.9,NC,NC,NC,NC,93.3,NC,NC,291,56.6,
137463,Piqua Junior High School,044644,Piqua City,Miami,Region 10,Open,Junior High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,77.3,51.1,69.4,68.3,80.4,NC,NC,NC,NC,NC,93.2,93.3,NC,NC,NC,>95.0,NC,NC,223,43.4,
138040,Lowellville Elementary School,048330,Lowellville Local,Mahoning,Region 5,Open,Elementary School,Disadvantaged,66.7,85.7,84.2,78.9,84.2,50.0,64.3,71.4,65.0,80.0,75.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.9,NC,NC,137,49.6,
138040,Lowellville Elementary School,048330,Lowellville Local,Mahoning,Region 5,Open,Elementary School,NonDisadvantaged,77.8,88.9,81.3,75.0,>95.0,75.0,95.0,95.0,69.0,86.2,82.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,95.0,NC,NC,139,50.4,
138065,John C Dempsey Middle School,043877,Delaware City,Delaware,Region 11,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,50.0,50.4,47.9,59.0,59.4,39.4,69.0,67.3,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,93.7,NC,NC,393,32.9,
138065,John C Dempsey Middle School,043877,Delaware City,Delaware,Region 11,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,74.1,76.7,81.5,81.0,82.9,71.9,90.0,87.8,NC,NC,NC,NC,NC,94.1,>95.0,NC,NC,NC,>95.0,NC,NC,802,67.1,
138198,Eastmoor Academy,043802,Columbus City,Franklin,Region 11,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,49.8,40.5,18.2,37.3,32.0,NC,NC,17.6,8.0,23.8,88.5,92.3,>95.0,765,>95.0,
138198,Eastmoor Academy,043802,Columbus City,Franklin,Region 11,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
138347,Mogadore Junior High School,050039,Mogadore Local,Summit,Region 8,Open,Junior High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,39.3,28.6,52.6,64.7,63.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.9,NC,NC,49,33.6,
138347,Mogadore Junior High School,050039,Mogadore Local,Summit,Region 8,Open,Junior High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,69.8,72.1,44.2,73.2,65.4,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,97,66.4,
138552,Ridgewood Middle School,046474,Ridgewood Local,Coshocton,Region 12,Open,Middle School,Disadvantaged,NC,NC,64.7,60.8,82.4,68.9,42.6,88.5,54.1,40.5,67.1,47.6,46.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,264,67.2,
138552,Ridgewood Middle School,046474,Ridgewood Local,Coshocton,Region 12,Open,Middle School,NonDisadvantaged,NC,NC,86.2,75.9,93.1,91.7,87.5,>95.0,65.9,58.5,80.5,71.9,71.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,129,32.8,
138602,Springboro Intermediate School,050427,Springboro Community City,Warren,Region 13,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,71.4,85.7,92.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,29,6.3,
138602,Springboro Intermediate School,050427,Springboro Community City,Warren,Region 13,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,85.0,90.2,92.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,429,93.5,
138727,Franklin Woods Intermediate School,044800,South-Western City,Franklin,Region 11,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,51.8,43.5,50.3,44.8,44.6,44.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.6,NC,NC,588,86.6,
138727,Franklin Woods Intermediate School,044800,South-Western City,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,65.0,62.5,67.5,56.5,67.4,64.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,91,13.4,
138735,Holt Crossing Intermediate School,044800,South-Western City,Franklin,Region 11,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,64.0,71.5,71.5,57.0,62.4,50.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,95.0,NC,NC,570,74.3,
138735,Holt Crossing Intermediate School,044800,South-Western City,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,77.4,77.4,79.6,68.4,82.3,67.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,197,25.7,
138743,Galloway Ridge Intermediate School,044800,South-Western City,Franklin,Region 11,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,68.2,52.5,63.8,57.1,51.8,55.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.8,NC,NC,556,75.9,
138743,Galloway Ridge Intermediate School,044800,South-Western City,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,81.4,71.8,69.8,71.4,70.3,74.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,177,24.1,
138750,Park Street Intermediate School,044800,South-Western City,Franklin,Region 11,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,68.3,61.5,67.7,56.0,54.2,46.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.3,NC,NC,356,52.0,
138750,Park Street Intermediate School,044800,South-Western City,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,83.3,77.8,85.8,76.4,70.3,72.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,327,47.8,
138826,Julian & Marjorie Lange School Elementary School,044586,Oakwood City,Montgomery,Region 10,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
